id,document_id,depth,dist_from_leaf,parent_id,sort_order,identifier,kind,title,time_units,notes,extra_fields
4309,5,4,1,4308,1.0,268c13b7-9a35-4475-8a1d-14c6ba2ca3d0,content,"Identify and explore a range of digital systems with peripheral devices for different purposes, and transmit different types of data",,,{}
4310,5,5,0,4309,1.0,85c37ddf-7ba6-4054-a96d-a8379f2e0c60,Elaboration,"using different peripheral devices to display information to others, for example using a mobile device, interactive whiteboard or a data projector to present information",,,{}
4311,5,5,0,4309,1.0,e0447075-e087-4398-9025-d880bffd3e47,Elaboration,"experimenting with different types of digital system components and peripheral devices to perform input, output and storage functions, for example a keyboard, stylus, touch screen, switch scan device or joystick to input instructions; a monitor, printer or tablet to display information; a USB flash drive and external hard drive as storage peripheral devices",,,{}
4312,5,5,0,4309,1.0,c7aa108b-c6b7-49d0-b220-994a0e24bf3c,Elaboration,"using specific peripheral devices to capture different types of data, for example using a digital microscope to capture images of living and non-living things",,,{}
4313,5,5,0,4309,1.0,8f13d746-33ea-4cce-b925-dcc7341e8900,Elaboration,"recognising that images and music can be transferred from a mobile device to a computer, for example using a cable to connect a camera and computer to upload images for a photo story",,,{}
4314,5,4,1,4308,1.0,09fc7bd7-8f94-433e-8d12-83d4e4bcf645,content,Recognise different types of data and explore how the same data can be represented in different ways,,,{}
4315,5,5,0,4314,1.0,f08e5fe3-4975-4b3f-be50-5e353984c036,Elaboration,"recognising that numbers, text, images, sounds, animations and videos are all forms of data when stored or viewed using a digital system",,,{}
4316,5,5,0,4314,1.0,19eb8a76-8125-4d88-aa5b-a66cb9a3c517,Elaboration,recognising representations of different types of data such as waves for sound,,,{}
4317,5,5,0,4314,1.0,35c71f26-9908-45dc-9dcd-bc315a8343dc,Elaboration,"using a table to reorganise information that includes sentences, and/or words, and/or numbers and/or images",,,{}
4318,5,5,0,4314,1.0,fa531ba4-fc96-4d28-a38a-6aa0cc5af760,Elaboration,"exploring codes and symbols that are representations of data, for example morse code and semaphore and how similar symbols in Aboriginal and Torres Strait Islander art can represent different concepts depending on the context, for example three circles, drawn as lines, can represent ants, fruit, flowers or eggs depending on the art region",,,{}
4319,5,3,2,4306,1.0,cfacaa47-45ee-4e0d-8ece-8aabd39d5648,Year level strand,Digital Technologies Processes and Production Skills,,,{}
4320,5,4,1,4319,1.0,5c7dc93f-bade-45d9-a348-1a561aa9a599,content,"Collect, access and present different types of data using simple software to create information and solve problems",,,{}
4321,5,5,0,4320,1.0,da2df8b4-9041-46b3-8fe0-6e0113e5fbf9,Elaboration,"improving the appearance and usability of data, for example using colour, headings and labelling of images to organise and accurately identify data",,,{}
4322,5,5,0,4320,1.0,ee9b4757-9c62-4b36-ac7c-fc319e4eeb57,Elaboration,"using software to sort and calculate data when solving problems, for example sorting numerical and categorical data in ascending or descending order and automating simple arithmetic calculations using nearby cells and summing cell ranges in spreadsheet or database software",,,{}
4323,5,5,0,4320,1.0,4dcfcad1-79d6-4a43-95c7-79c831db0a42,Elaboration,"using different techniques to present data as information, for example creating a column chart in a spreadsheet by colouring cells to represent different items",,,{}
4324,5,5,0,4320,1.0,64082234-7c50-44b8-8759-fa44d4d5bc8b,Elaboration,"selecting appropriate formats or layout styles to present data as information depending on the type of data and the audience, for example lists, tables, graphs, animations, info graphics and presentations",,,{}
4325,5,5,0,4320,1.0,7d8e8a3f-b86f-476c-bbe9-cb6cfec87932,Elaboration,"exploring different online sources to access data, for example using online query interfaces to select and retrieve data from an online database such as a library catalogue or weather records",,,{}
4326,5,5,0,4320,1.0,b3a9e532-7b3c-43e5-a9bd-7c7deee3ae6e,Elaboration,recognising that all types of data are stored in digital systems and may be represented in different ways such as files and folders with names and icons,,,{}
4327,5,4,1,4319,1.0,4c3da147-487a-4838-beb1-aa7b06e93c26,content,"Define simple problems, and describe and follow a sequence of steps and decisions (algorithms) needed to solve them",,,{}
4328,5,5,0,4327,1.0,45ff0a00-593e-4089-9e4b-ce0cebda0e4f,Elaboration,"explaining what the problem is and some features of the problem, such as what need is associated with the problem, who has the problem and why",,,{}
4329,5,5,0,4327,1.0,07e3b9fd-478b-4f8d-947a-74422e288ece,Elaboration,"describing, using drawings, pictures and text, the sequence of steps and decisions in a solution, for example to show the order of events in a game and the decisions that a player must make",,,{}
4330,5,5,0,4327,1.0,1b549ab1-7cf6-4794-a040-c9e570df4ad0,Elaboration,"explaining to others how to follow technical instructions, for example how to capture and download images from a mobile device",,,{}
4331,5,5,0,4327,1.0,215f02aa-59cb-4fc9-b58a-ddfc21192377,Elaboration,"experimenting with different ways of describing a set of instructions, for example writing two versions of the same simple set of instructions for a programmable robotic device",,,{}
4332,5,5,0,4327,1.0,ba8b0cab-6680-4a0e-a9d4-292dd2653dd2,Elaboration,"defining and describing the sequence of steps needed to incorporate multiple types of data in a solution, for example sequencing the steps in selecting and downloading images and audio to create a book trailer",,,{}
4333,5,4,1,4319,1.0,c3ebe573-dca6-48e7-9ef1-1564007f49b0,content,Implement simple digital solutions as visual programs with algorithms involving branching (decisions) and user input,,,{}
4334,5,5,0,4333,1.0,514fda99-eccd-477e-b6bc-950183636713,Elaboration,"implementing programs that make decisions on the basis of user input or choices such as through selecting a button, pushing a key or moving a mouse to ‘branch’ to a different segment of the solution",,,{}
4335,5,5,0,4333,1.0,9c4397c6-3d8b-45d4-b4f0-404fe0974b5c,Elaboration,"exploring common elements of standard user interfaces that are familiar and appeal to users, for example navigation links on the left and top of web pages to help users interact with the site",,,{}
4336,5,5,0,4333,1.0,4dbbf91d-4fef-48f7-a10b-80e7b967b2d7,Elaboration,"creating options for users to make choices in solutions, for example a user input and branching mechanism such as buttons in a slideshow",,,{}
4337,5,5,0,4333,1.0,d284aac7-e428-47d9-8406-75dd2525636e,Elaboration,"designing and implementing a simple interactive digital solution using a visual programming language, for example preparing the content and design of a simple guessing game that provides options in English and an Asian language",,,{}
4338,5,5,0,4333,1.0,d3f13aaf-d1d9-4c5d-a7d8-cb9533456594,Elaboration,"using different design tools to record ways in which digital solutions will be developed, for example creating storyboards or flowcharts to record relationships or instructions about content or processes",,,{}
4339,5,4,1,4319,1.0,bae3630b-687d-4066-b956-063fd93e3602,content,"Explain how student solutions and existing information systems meet common personal, school or community needs",,,{}
4340,5,5,0,4339,1.0,35a22e2a-16cd-42f7-861c-313dda7bda96,Elaboration,"investigating how information systems are used in communities and explaining what needs are being met, for example students jointly creating a short survey and collecting data about how many community residents use the online library borrowing system to download e-books and why they do or do not",,,{}
4341,5,5,0,4339,1.0,7f2e8551-115e-4db1-8d89-8f79dfa87219,Elaboration,"testing the adequacy of student solutions, for example asking a classmate to review a digital solution and provide feedback",,,{}
4342,5,5,0,4339,1.0,aa3438ef-b2f9-42dc-a5e1-d86e6f5fa24c,Elaboration,"exploring information systems that suit particular home or personal needs, for example  using speech recognition software that can help speakers whose language background is not English, or a system to monitor energy or water consumption in the home",,,{}
4343,5,5,0,4339,1.0,cecec802-de41-4076-9eaa-1b2d636e059c,Elaboration,"imagining and considering alternative uses and opportunities for information systems used in the classroom, for example visiting a virtual museum and being able to feel the texture of historical Asian objects or to view Aboriginal and Torres Strait Islander artworks",,,{}
4344,5,4,1,4319,1.0,e5530bea-292f-4e52-9259-c80b3702d6ff,content,"Plan, create and communicate ideas and information independently and with others, applying agreed ethical and social protocols",,,{}
4345,5,5,0,4344,1.0,32c96808-ab0c-42c0-b06a-5dba7a5cc506,Elaboration,"making ethical decisions when faced with reporting inappropriate online behaviour or acknowledging digital products created by others, for example making a decision based on how individuals would like to be treated by others",,,{}
4346,5,5,0,4344,1.0,4e1ebeb6-9993-43f9-a130-f2dabbba9ce3,Elaboration,"considering ways of managing the use of social media to maintain privacy needs, for example activating privacy settings to avoid divulging personal data such as photographs, addresses, and names and recognising that all digital interactions are difficult to erase (digital footprints)",,,{}
4347,5,5,0,4344,1.0,95e92e36-fd0a-4eae-be41-24a6f254fc67,Elaboration,"organising and creating different types of information for sharing and collaborating online, for example planning the sequence and appearance of an animation, and sharing it online with students from another school",,,{}
4348,5,5,0,4344,1.0,99b523c0-4207-4cb5-9ebc-a2e341d4c3ef,Elaboration,"managing a project that involves students working together to publish online, for example identifying how group members can help each other to avoid delays in finishing the project",,,{}
4349,5,5,0,4344,1.0,cbb87fbc-b7fc-49cb-b3fb-8bed13df4871,Elaboration,"using a range of online tools to share information and being aware that information may be received at different times, for example adding entries to a class blog, participating in a web conference or online chat with an author, or participating in a forum on a specific topic",,,{}
4350,5,5,0,4344,1.0,787de2ee-08e4-4249-8ddb-276c2b8893c5,Elaboration,"discussing digital citizenship rules and behaviours for participating in an online environment, for example not using all capital letters when expressing a strong viewpoint about a contentious matter and ensuring that the audience is aware of your identity",,,{}
4351,5,3,0,4306,1.0,e05d8cfb-8244-4927-beac-04226f9b96b8,Achievement standard,"Achievement Standard: By the end of Year 4, students describe how a range of digital systems (hardware and software) and their peripheral devices can be used for different purposes. They explain how the same data sets can be represented in different ways.Students define simple problems, design and implement digital solutions using algorithms that involve decision-making and user input. They explain how the solutions meet their purposes. They collect and manipulate different data when creating information and digital solutions. They safely use and manage information systems for identified needs using agreed protocols and describe how information systems are used.",,,{}
4352,5,2,3,3611,1.0,213ee6d9-640e-41e0-8aef-683199c1438a,Curriculum band,Years 5 and 6,,,{}
4353,5,3,0,4352,1.0,2301139b-c9b5-48de-9004-5b96c5e0f495,Achievement standard,Learning Area Achievement Standard,,,{}
4354,5,3,0,4352,1.0,6b70216d-4a67-4d24-93aa-abd02fdbfb55,Achievement standard,"Achievement Standard: By the end of Year 6, students explain the fundamentals of digital system components (hardware, software and networks) and how digital systems are connected to form networks. They explain how digital systems use whole numbers as a basis for representing a variety of data types.Students define problems in terms of data and functional requirements and design solutions by developing algorithms to address the problems. They incorporate decision-making, repetition and user interface design into their designs and implement their digital solutions, including a visual program. They explain how information systems and their solutions meet needs and consider sustainability. Students manage the creation and communication of ideas and information in collaborative digital projects using validated data and agreed protocols.",,,{}
4355,5,3,2,4352,1.0,aeb4c992-cef6-4934-b1ce-d380ea0c2fa4,Year level strand,Digital Technologies Knowledge and Understanding,,,{}
4356,5,4,1,4355,1.0,7798b4c3-b1ef-42de-a267-597fa63706cc,content,Examine the main components of common digital systems and how they may connect together to form networks to transmit data,,,{}
4357,5,5,0,4356,1.0,5c71c1f9-3b89-4ca5-94da-fcc41e1e5eb9,Elaboration,"investigating how the internal and external components of digital systems are coordinated to handle data, for example how a keyboard, central processing unit and screen work together to accept, manipulate and present data and information",,,{}
4358,5,5,0,4356,1.0,68ff16b9-ae35-4166-8201-6f25409f8e21,Elaboration,"describing digital systems as having internal and external components that perform different functions, for example external components for inputting data including keyboard, microphone, stylus; internal processing components including the central processing unit; external output components including speakers, projector, screen; and data and information storage components including cloud and external devices",,,{}
4359,5,5,0,4356,1.0,820a58a5-c494-452c-94b0-943adbacdbc8,Elaboration,"explaining how data may be transmitted between two digital systems in different ways, for example that wires or cables are used in wired networks to transfer data from one digital system to another, and radio waves are used to transmit data in wireless or mobile networks",,,{}
4360,5,5,0,4356,1.0,9e8d1b02-6be4-48be-83fe-e6417de828c4,Elaboration,"investigating how emerging digital systems work, for example using an augmented reality app (or blended reality) and considering how images of real-world objects can be blended with computer-generated information to produce a virtual reality",,,{}
4361,5,4,1,4355,1.0,534001fd-58e7-49ff-af5e-8b2d9114b356,content,Examine how whole numbers are used to represent all data in digital systems,,,{}
4362,5,5,0,4361,1.0,de3560e8-316f-4c8e-8c32-a1080aec1883,Elaboration,"representing whole numbers in binary, for example counting in binary from zero to 15, or writing a friend’s age in binary",,,{}
4363,5,5,0,4361,1.0,64fb9988-c64f-4ef4-9b88-45fc69648673,Elaboration,explaining that binary represents numbers using 1s and 0s and these represent the on and off electrical states respectively in hardware and robotics,,,{}
4364,5,5,0,4361,1.0,65901a06-8a57-45cd-8211-ec0105d124aa,Elaboration,"recognising that digital systems represent all types of data using number codes that ultimately are patterns of 1s and 0s (called binary digits, which is why they are called digital systems)",,,{}
4365,5,5,0,4361,1.0,96c863f2-c904-46f9-9f5a-b0adbaebb647,Elaboration,exploring how division by two can be used as a technique to determine the binary representation of any whole number by collecting remainder terms,,,{}
4366,5,5,0,4361,1.0,b4f3b48e-4774-4568-9650-6fb026eb8a65,Elaboration,"recognising that the numbers 0, 1, 2 and 3 could be represented by the patterns of two binary digits of 00, 01, 10 and 11",,,{}
4367,5,5,0,4361,1.0,f0367e6a-b8b0-48b4-a712-fd01fb28db0d,Elaboration,representing the state of an object in a game as active or inactive using the respective binary values of 1 or 0,,,{}
4368,5,3,2,4352,1.0,e63c5b09-8ccb-4bf8-92b2-9960d44efa2a,Year level strand,Digital Technologies Processes and Production Skills,,,{}
4369,5,4,1,4368,1.0,a85e2830-6f98-46a5-a931-91955d189233,content,"Acquire, store and validate different types of data, and use a range of software to interpret and visualise data to create information",,,{}
4370,5,5,0,4369,1.0,0733e77d-c5c9-4cf4-9c08-6545fa6276f0,Elaboration,"selecting and using peripheral devices suitable to the data, for example using a data probe to collect data about changing soil temperatures for plants, interpreting the data and sharing the results as a digital graph",,,{}
4371,5,5,0,4369,1.0,dcca6da3-270d-4606-8eae-8ae6ba824fb4,Elaboration,"using data visualisation software to help in interpreting trends, for example uploading data to a web application and building a visualisation of the dataset",,,{}
4372,5,5,0,4369,1.0,105965bd-9621-4e09-9d3a-ed2fd6927459,Elaboration,"using software to automate calculations to help with interpreting data, for example using functions to make arithmetic calculations using multiple cells and summing cell ranges",,,{}
4373,5,5,0,4369,1.0,33ba699f-891e-4cae-8e53-3d91785e9228,Elaboration,"acquiring data from online sources by narrowing the focus, for example filtering data using provided options or performing queries using advanced search functions",,,{}
4374,5,5,0,4369,1.0,531108eb-bece-4f8f-97a7-87a28eadc924,Elaboration,"using digital systems to validate data, for example setting data types in a spreadsheet to make sure a date is input correctly",,,{}
4375,5,5,0,4369,1.0,350ea069-284b-44f2-9d5a-17a6e709a59f,Elaboration,"recognising the difference between numerical, text and date formats in spreadsheets",,,{}
4376,5,4,1,4368,1.0,bc9e29bc-56df-47c0-9b8f-2bfed5a01aaa,content,Define problems in terms of data and functional requirements drawing on previously solved problems,,,{}
4377,5,5,0,4376,1.0,0db12b49-af88-4c60-b475-da61f4d34b2a,Elaboration,"using and interpreting data, establishing the root cause of a problem, for example using an annotated diagram to identify omissions, duplications or mismatches of data",,,{}
4378,5,5,0,4376,1.0,4f2a9f0d-6942-4184-ab5a-2597eb354cf7,Elaboration,"investigating characteristics of user interfaces that are common for particular types of problems, for example, touch screens - many people respond more intuitively than when using a keyboard or stylus; and the consistent placement of symbols helps with performing actions that require speed, for example in games",,,{}
4379,5,5,0,4376,1.0,9b0f1b6f-1387-4f8a-b0f6-74c6f12a16ca,Elaboration,"checking existing solutions to identify features that are transferable to new but similar digital solutions, for example identifying if there are any similarities (such as user age and special requirements) between an existing game and a new game to be created - in terms of the types of data and the needs of the users",,,{}
4380,5,5,0,4376,1.0,bb871177-614b-4e0b-b1cf-a05d0cf46307,Elaboration,"describing in simple terms the nature of a problem and what a solution needs to achieve, for example what need the problem is associated with, who the solution is needed for, what data are needed and what features the solution would need to include",,,{}
4381,5,4,1,4368,1.0,a52a8d0c-9d0f-431b-89f4-945b8fcd20ce,content,Design a user interface for a digital system,,,{}
4382,5,5,0,4381,1.0,c38cfe1b-1ad7-4303-a6c3-59a24c016c26,Elaboration,"exploring different features of user interfaces that allow people from different cultures to access information irrespective of language background, for example using icons and consistently placing icons or symbols in games interfaces to reduce the frustrations of game players",,,{}
4383,5,5,0,4381,1.0,14a46191-b01e-4cb5-95db-8c35bdfe8fa7,Elaboration,"designing the user interface of a solution using different design tools, for example using a storyboard to outline the stages of a game or a mock-up to show the placement of icons",,,{}
4384,5,5,0,4381,1.0,5c8c0e60-7220-401e-8e2e-634543437528,Elaboration,"generating and considering alternative designs for a user interface, for example sketching different concepts for a splash screen of a game or interactive multimedia experience",,,{}
4385,5,5,0,4381,1.0,59ffa6fb-b18f-4cdb-a6fc-adfc069b0603,Elaboration,"applying the principles and elements of design to a set of requirements in order to produce a user interface for a system that addresses an identified need, for example to emphasise or highlight an area of the screen to draw the viewer’s attention to an event or action",,,{}
4386,5,4,1,4368,1.0,a6c04dad-2d6d-4596-ac2a-841eb3fcbab4,content,"Design, modify and follow simple algorithms involving sequences of steps, branching, and iteration (repetition)",,,{}
4387,5,5,0,4386,1.0,8ee5f63d-7597-458c-a79a-c60daa66a51b,Elaboration,"using different design tools to record ways in which digital solutions will be developed, for example creating storyboards or flowcharts to record relationships or instructions about content or processes",,,{}
4388,5,5,0,4386,1.0,1797a999-d835-4e2d-9413-fac532f038ef,Elaboration,"experimenting with different ways of representing an instruction to make a choice, for example branches in a tree diagram or using an ‘IF’ statement (a common statement used to branch) to indicate making a choice between two different circumstances using a spreadsheet or a visual program",,,{}
4389,5,5,0,4386,1.0,1cf51bf3-a48b-4558-9ac2-6c629fa915ba,Elaboration,"experimenting with different ways of representing an instruction to make a repetition, for example loops in a flowchart diagram or using a ‘REPEAT’ statement",,,{}
4390,5,5,0,4386,1.0,0b58ea9f-c8bb-4fb6-8678-464bb1d2a6ef,Elaboration,"following, modifying and describing the design of a game involving simple algorithms represented diagrammatically or in English, for example creating a flowchart with software that uses symbols to show decisions, processes and inputs and outputs",,,{}
4391,5,5,0,4386,1.0,3d7ee432-6dec-41a1-ba67-826a02c9fdc3,Elaboration,following a diagram of a simple method of sorting numbers or words,,,{}
4392,5,5,0,4386,1.0,e524f13d-9ad9-4fc0-a782-5085e85f16b2,Elaboration,"designing the instructions for a robot, for example a robot vacuum cleaner to clean a room",,,{}
4393,5,4,1,4368,1.0,9979ba52-1b70-4b2d-9ebc-75cb5e604d42,content,"Implement digital solutions as simple visual programs involving branching, iteration (repetition), and user input",,,{}
4394,5,5,0,4393,1.0,2a6a9705-08c1-48b0-9e0d-829690cb38c4,Elaboration,"experimenting with different ways of instructing to make choices and repeat instructions, for example using ‘IF’ statements to allow for making choices and iterations (repeat instructions) until a goal is achieved",,,{}
4395,5,5,0,4393,1.0,2b2453e4-7c71-4d38-825f-da19854f5e3c,Elaboration,"programming a robot to operate independently, for example to find its way out of a maze",,,{}
4396,5,5,0,4393,1.0,8b0bc162-508b-43a9-aaf4-7d22e6a8ce59,Elaboration,"creating a quiz where questions are repeated until the correct response is given, for example questions and feedback on responses in a few slides in a slideshow",,,{}
4397,5,5,0,4393,1.0,ab2d081f-e3bf-430c-a57e-22930533db89,Elaboration,"planning and implementing a solution using a visual programming language, for example designing and creating a simple computer game involving decisions and repetitions, suitable for younger children, that requires user input to make selections, taking into account user responses",,,{}
4398,5,5,0,4393,1.0,eb748904-ea52-4524-87c1-102b384fbc33,Elaboration,"experimenting with different options that involve repeat instructions, for example a continually repeating slideshow, a repeated movement in an animation, a repeated calculation in a spreadsheet",,,{}
4399,5,5,0,4393,1.0,f93be36a-6965-4c99-bbcb-eaa36f152b76,Elaboration,"designing and creating a solution that is interactive, using a visual programming language, for example designing a user interface for people with disability, taking into account visibility and size of icons; or creating a quiz that provides feedback on response and allows the user to try again",,,{}
4400,5,4,1,4368,1.0,b11a63a9-238c-4e50-af18-49a474909430,content,Explain how student solutions and existing information systems are sustainable and meet current and future local community needs,,,{}
4401,5,5,0,4400,1.0,042f4ebd-f6ed-49f5-bd58-269972d6c8c7,Elaboration,"exploring the ethics and impact of management practices on the use of communication networks, for example internet censorship from a local, national and global perspective and the impact on freedom of access and expression",,,{}
4402,5,5,0,4400,1.0,42dec394-6b0f-4bf2-a1ce-739bd9ee13b2,Elaboration,"imagining how the functioning of one type of information system could be applied in a new way to meet a community or national need, for example considering how an electronic tracking system such as a global positioning system (GPS) could be used to find people who are lost",,,{}
4403,5,5,0,4400,1.0,a2b026ae-daa5-4da7-8856-dee7aae51910,Elaboration,"explaining why people interact so readily with touch systems, for example touch input requires less dexterity to issue instructions and is designed to be accessible to users through the use of icons",,,{}
4404,5,5,0,4400,1.0,ab875450-b681-4f50-ad17-51e7c5093b8e,Elaboration,"using sustainability criteria to explain how well students' solutions meet requirements, for example personal data are secured (social) and the solution can only be viewed on screen to avoid printing (environmental)",,,{}
4405,5,5,0,4400,1.0,2e7f6c24-6fb6-4be0-93b2-7c49dbd20564,Elaboration,"comparing past and present information systems in terms of economic, environmental and social sustainability, including those of Aboriginal and Torres Strait Islander Peoples",,,{}
4406,5,5,0,4400,1.0,fdbe3ae6-f0b6-42ea-a901-dade8aefe0bc,Elaboration,"considering opportunities and consequences of decisions for future applications, for example practices to save energy and other resources when using information systems, such as switching off when not in use, ensuring electronic devices are in energy-saving mode",,,{}
4407,5,4,1,4368,1.0,306fcc15-9c3d-4d8d-b82d-2d074080e31e,content,"Plan, create and communicate ideas and information, including collaboratively online, applying agreed ethical, social and technical protocols",,,{}
4408,5,5,0,4407,1.0,68f18a8b-0b6e-4fe5-9257-8db0377dff9a,Elaboration,"developing a set of ‘rules’ about appropriate conduct, language and content when communicating online, and using these rules as a basis for resolving ethical dilemmas",,,{}
4409,5,5,0,4407,1.0,c1e8b5c0-c2f9-4cc2-a3de-26cbd2e55ab3,Elaboration,"considering ways of managing the use of social media to maintain privacy needs, for example activating privacy settings to avoid divulging personal data such as photographs, addresses and names",,,{}
4410,5,5,0,4407,1.0,02e4abc9-0701-4c1f-a018-5fab96fa2ac7,Elaboration,"applying safe practices while participating in online environments, for example checking the default privacy settings to ensure maximum protection of personal details, being aware of online filtering techniques and policies used at school and at home",,,{}
4411,5,5,0,4407,1.0,338cc758-11a3-4e51-92f4-e9caf70385fb,Elaboration,"applying practices that support the organisation of collaborative problem-solving, for example finding online meeting times that suit all members, and agreeing on ways of protecting files and sharing information digitally with members",,,{}
4412,5,5,0,4407,1.0,6f054219-1b98-47dc-867b-9a12704d3f92,Elaboration,"using a range of communication tools to share ideas and information, for example participating in collaborative online environments",,,{}
4413,5,5,0,4407,1.0,83f16653-2e46-49a8-9870-35b1c032f928,Elaboration,"using digital systems to create web-based information taking into consideration referencing conventions, for example creating a blog, website or online learning space for sharing ideas",,,{}
4414,5,2,3,3611,1.0,2b789bac-8f3f-499a-9a42-93bc6455d06b,Curriculum band,Years 7 and 8,,,{}
4415,5,3,0,4414,1.0,932b0da3-2335-441e-bf9c-881cf5eb31e6,Achievement standard,"Achievement Standard: By the end of Year 8, students distinguish between different types of networks and defined purposes. They explain how text, image and audio data can be represented, secured and presented in digital systems.Students plan and manage digital projects to create interactive information. They define and decompose problems in terms of functional requirements and constraints.&nbsp;Students design user experiences and algorithms incorporating branching and iterations, and test, modify and implement digital solutions. They evaluate information systems and their solutions in terms of meeting needs, innovation and sustainability. They analyse and evaluate data from a range of sources to model and create solutions. They use appropriate protocols when communicating and collaborating online.",,,{}
4416,5,3,2,4414,1.0,bf7ebc0a-a485-4065-aacb-36a4aa8cb882,Year level strand,Digital Technologies Knowledge and Understanding,,,{}
4417,5,4,1,4416,1.0,b8768fd5-7251-43a6-9d91-e547a6d197c6,content,"Investigate how data is transmitted and secured in wired, wireless and mobile networks, and how the specifications affect performance",,,{}
4418,5,5,0,4417,1.0,1ab48e4b-eb4c-4ca0-bded-3971be94d1a3,Elaboration,"comparing the reliability and speed of transmitting data through wireless, wired and mobile networks",,,{}
4419,5,5,0,4417,1.0,a874c5c0-3209-4c2d-af3e-1e9db11bc076,Elaboration,explaining how cellular radio towers (transceivers) and mobile phones work together to create mobile networks,,,{}
4420,5,5,0,4417,1.0,ac819467-e203-484a-ac83-be9a8d0560d5,Elaboration,"recognising that there are different communications protocols for transmitting data in networks, for example hypertext transfer protocol (HTTP) is used for transferring web page files in a browser, file transfer protocol (FTP) is used for sending and receiving any files over a network and transmission control protocol/internet protocol (TCP/IP) is used for controlling file transfers over the internet",,,{}
4421,5,5,0,4417,1.0,7f1c6567-c28c-42dc-85f4-9530ff394800,Elaboration,"explaining that networks have components that control the movement of data, for example routers, hubs, switches and bridges manage data traffic and that the characteristics of these components impact on the operation (speed and security) of networks",,,{}
4422,5,4,1,4416,1.0,320dc791-84bc-4fd8-a8bd-e6496a3c757e,content,"Investigate how digital systems represent text, image and audio data in binary",,,{}
4423,5,5,0,4422,1.0,22d25ff3-9275-4a70-a824-9381c4ccca86,Elaboration,"explaining ways media elements are presented, for example the difference between embedded and linked media elements",,,{}
4424,5,5,0,4422,1.0,46de4175-3f4d-48dc-bb0b-c0f333b59439,Elaboration,"investigating the different representation of bitmap and vector graphics and its consequences, for example pixelation in magnified bitmap and vector images",,,{}
4425,5,5,0,4422,1.0,656a87f0-ca15-4878-a8ca-42f9d603d43e,Elaboration,"converting between decimal and 8-bit (1 byte) unsigned binary, covering whole numbers typically used for characters and RGB, for example 65 in decimal is 01000001 in 8-bit binary",,,{}
4426,5,5,0,4422,1.0,9a7e714e-598b-4a36-bca7-0fe21b9593a3,Elaboration,"investigating how colours are represented in images and videos, for example manipulating red, green and blue (RGB) colours in an image editor",,,{}
4427,5,5,0,4422,1.0,a390b011-8a86-43eb-af5b-794e2ddc9046,Elaboration,"explaining that characters in text correspond to numbers defined by the character set, for example ‘A’ corresponds to 65 in the ASCII and Unicode character sets",,,{}
4428,5,5,0,4422,1.0,c0fd7cb1-b06b-49e8-a12d-15e27bfb9d69,Elaboration,recognising that Unicode attempts to represent the written symbols of every language; and using Unicode charts to look up characters from Asian writing systems,,,{}
4429,5,3,2,4414,1.0,c7527cfb-dc0e-46cf-ac81-611185a6149a,Year level strand,Digital Technologies Processes and Production Skills,,,{}
4430,5,4,1,4429,1.0,03656f2c-bf45-49c0-bdad-1a65a0e0ca3d,content,"Acquire data from a range of sources and evaluate authenticity, accuracy and timeliness",,,{}
4431,5,5,0,4430,1.0,019fca97-bc49-4ace-926d-4550bdd5fe05,Elaboration,"acquiring data from a range of sources, for example people, websites, books, mobile phones, radiofrequency identification (RFID) and data repositories such as the Australian Bureau of Statistics datasets, and compiling these data into a digital format",,,{}
4432,5,5,0,4430,1.0,39541cdd-8ee6-42b8-91ab-0d721b6bcb4c,Elaboration,"designing a search engine query to find specific information on the web and checking its accuracy against information contained in other sources, for example entering instructions such as intitle: and inurl: prefixes to find information within a general directory, and comparing the results with information found in a wiki",,,{}
4433,5,5,0,4430,1.0,b32bba95-90e2-493a-9040-046ba7b48f4c,Elaboration,"checking authenticity of data, for example ensuring the source or author is a reliable individual or organisation",,,{}
4434,5,4,1,4429,1.0,f028d6e7-3dd0-4ceb-878e-889cdf9f1533,content,"Analyse and visualise data using a range of software to create information, and use structured data to model objects or events",,,{}
4435,5,5,0,4434,1.0,759e7f7a-3ed1-411a-bc21-3d6dac10baa3,Elaboration,"querying an existing database to extract data for analysis, for example devising multiple selection criteria or using simple structured query language (SQL) SELECT statements to select records and retrieve specified fields",,,{}
4436,5,5,0,4434,1.0,131f88e6-1689-4f62-b81d-81b1750f6f8a,Elaboration,"applying a set of conditions to a spreadsheet to organise and filter data, for example using conditional formatting to highlight the state of particular cells, and filtering and sorting categorical data using column filters",,,{}
4437,5,5,0,4434,1.0,65307b86-d87c-4f7d-aa14-9c79466ef15d,Elaboration,"describing the attributes of complex objects, for example defining the records, fields, formats and relationships of a simple dataset",,,{}
4438,5,5,0,4434,1.0,c1e65e32-65a8-4260-9a44-39432d4800ca,Elaboration,"using features and functions of software to summarise data to create information, for example calculating a simple budget of income and payments and creating a summary table for analysis",,,{}
4439,5,5,0,4434,1.0,e97503d3-cdae-494b-8ca1-d741bcc84f1c,Elaboration,modelling the attributes of real-world objects for a computer game,,,{}
4440,5,5,0,4434,1.0,9ec53d0e-d59b-4137-9d3e-d818ab55c274,Elaboration,"visualising data to create information, for example identify trends and outlier data from spreadsheets using plots, or displaying geocoded data on a map",,,{}
